sentence	target
- Znam sytuację tej rodziny , informował mnie o niej Miejski Ośrodek Pomocy Rodzinie .	orgName
powiedz mamusia jadła by ś o ósmej śniadanie	time
Już 10 października powołana została komisja rządowa dla zbierania faktów i dokumentów dotyczących przebiegu wypadków związanych z klęską wrześniową .	time
Inaczej niż Hamlet - ta analogia jest oczywista - zrozumie , że duch ojca żyje w nim .	persName
To niewielkie dziełko , składające się z czterech rozdziałów obejmujących czterdzieści siedem wersetów i znajdujące się obecnie w zbiorze dwunastu mniejszych proroków , różni się znacznie od pozostałych utworów należących do tej kolekcji , gdyż reprezentuje zupełnie inny rodzaj literacki .	noEntity
Wydał w 1514 roku bullę , na mocy której dawano specjalne odpusty w formie tak zwanych jubileuszy .	time
Postanowił em zrobić pole - zdradza toruński przedsiębiorca .	placeName
Rozstrzygające o losach ministra głosowanie w Sejmie - za tydzień .	orgName
Lońka był w coraz lepszym humorze .	persName
- A czy ja mu tego kiedykolwiek bronił em ? - zapytał pan Rozent , wzywając sufit na świadka .	persName
P : Dlaczego ?	persName
Ktoś opowiada dowcip o praskim milicjancie , który utonął , usiłując zdeptać niedopałek , wrzucony przez przechodnia do rzeki .	placeName
- Zobaczymy , czy RS AWS będzie już mógł samodzielnie działać .	orgName
Największym zakładem będzie tam fabryka tranzystorów TEWA , która już rozpoczęła pracę .	orgName
Na razie radio słyszalne jest w promieniu ok . 50 km od Białegostoku .	placeName
Nie ma ustawowego okresu wymiany starych tablic na nowe .	noEntity
Historia nawracania Szwecji wyraźnie ilustruje tezę , iż był to proces długotrwały , trwający kilka stuleci z licznymi przerwami i załamaniami , długim kresem dwuwiary i synkretyzmu .	placeName
Źródło promuje bowiem Racibórz poza granicami kraju .	placeName
W sprawozdaniu znalazła się refleksja , że , niestety , obecny rząd nie odpowiada w terminie na pisma rzecznika , ministrowie je ignorują .	noEntity
Podawał się za " kosmicznego mesjasza " i " najwyższego kapłana rycerzy Złotego Lotosu " .	orgName
Rozwój gospodarki indyjskiej pociągnął za sobą gospodarkę pakistańską , bo kraje te - zrośnięte blizną - zawsze na siebie oddziałują .	placeName
" Liść .	persName
- Alkohol .	noEntity
Wszyscy chorzy pili odtłuszczone mleko , wyprodukowane przez największą mleczarnię rejonu Kansai .	geogName
Szkoda , że nie chce , żeby m ją podwiózł - myśli Joe .	persName
Różnica w kosztach ( od 10 % do 50 % z cen i tak już niskich bo fabrycznych ) pozwoli na bilet W-Ł-W oraz opicie w jednym z wielu łodzkich pubów nowego zakupu .	placeName
04 : 02 , 31 lip 2006 ( CEST )	time
W nocy , na ul . Piastowskiej , policjanci zatrzymali do kontroli drogowej forda , którego kierowca był pod wpływem alkoholu .	geogName
Położył em słuchawkę i spojrzał em na Kurasińską .	persName
FRANCUZI : Są dla nas istotni w jednym : w razie naszego konfliktu z Niemcami , możemy liczyć na ich przychylność .	placeName
Z Urzędu Miasta wyniesiono kiedyś muszlę klozetową i gaśnicę , a z poczty klienci kradną nawet miseczki do nawilżania znaczków i czyste blankiety .	orgName
– no tak no Luksemburg też jest dosyć podobny .	placeName
Ten jednak kazał mi patrzeć sobie prosto w oczy , a dla mnie Zosia to taka , co się wstydzi i ucieka oczami .	persName
- Zdaje się , że rozumiem - rozległ się głos Niebylejakiego .	persName
Reprezentacja Warszawy wystąpi w następującym składzie : ( . . . ) .	placeName
Nazajutrz odprowadził em Pawła na lotnisko i z rozdartym sercem przyglądał em się jego odlotowi .	persName
2 km na wsch . Przysieczyn z cegielnią wapienno - piaskową .	placeName
Cyklicznie co dwa tygodnie Truteń występował w TVP 1 w programie pt . " TROMBITA " .	orgName
Studenci uczelni artystycznych wyjeżdżają najczęściej do popularnych miejscowości wypoczynkowych na Wybrzeżu i tam na deptakach sprzedają obrazy , ozdoby i biżuterię .	geogName
Już miała m potwierdzić , gdy usłyszała m odpowiedź Agnieszki : - Z ogólniaka .	persName
Nie będziesz żałował .	noEntity
Handke głosi , że musi zwolnić dziesiątki tysięcy nauczycieli , zamknąć wiele szkół , bo państwa nie stać na ich utrzymanie .	persName
Jahulec uśmiechnął się już na karuzeli snu , ale zdołał jeszcze przesłać Maurycemu ostatnią przedsenną myśl : - Zawsze były z nas skurczybyki .	persName
To musi zrobić IPN na podstawie materiałów .	orgName
Ma też wadę - nie jest związana z Warszawą .	placeName
W Gorzyniu koniec bocznicy z Przeźmierowa .	placeName
To określenie jest wyrazem ogólnej tendencji zastąpienia wzorów umownych , mogących ulec odkształceniom lub zniszczeniom , przez pewne możliwe do odtworzenia w dowolnym czasie i miejscu wzorce , zawarte w przyrodzie . ( s . 33 )	noEntity
Radni gminy Centrum nie obradowali wczoraj nad projektem podwyżki , bo komisja gospodarki komunalnej nie zaopiniowała wszystkich poprawek .	placeName
Mamy więc pełny program wyborczy Unii Pracy - zarówno w sprawach ustrojowych , jak politycznych i socjalnych .	orgName
Obywatelski wniosek o przeprowadzenie referendum w kwestii sprzedaży ziemi cudzoziemcom ma rozpatrzyć Sejm na rozpoczynającym się dziś posiedzeniu .	orgName
Mieli śmy dużo wydatków nieprzewidzianych .	noEntity
Gwałtownie bulgocze nie tylko między starą a nową Unią .	orgName
Bardzo się raduję , że na drodze mego pielgrzymowania po ziemi ojczystej dane mi jest odwiedzić krakowski szpital specjalistyczny i poświęcić nowo wybudowaną poliklinikę kardiochirurgii .	placeName
Zawsze jednak religia uprzytomniała ludziom , że nieopodal Kołymy jest możliwy zupełnie inny świat .	placeName
Okrągłej !	noEntity
Uzdrowisko od 1823 .	time
Wnioskował też o zmianę kwalifikacji czynu : Lizariew nie był dyplomatą , lecz raczej kupcem , i w związku z tym nie był to zamach na urzędnika państwowego .	persName
– A do kiedy ?	noEntity
Informacje uzyskane nieoficjalnie w Głównym Urzędzie Ceł wskazują , iż równie powszechne , jak import oleju napędowego jako opałowego , jest działanie wprost przeciwne , czyli sprowadzanie oleju opałowego i sprzedawanie go jako napędowego .	orgName
Tematyka prac twórcy z Jarantowic jest różnorodna i w poważnym stopniu zależy od zapotrzebowania , od zamówień odbiorców .	placeName
jurajską ?	noEntity
Tylko na fotelu w kącie siedział sprawiający wrażenie zupełnie trzeźwego Lisiecki i uśmiechał się jak zawsze drwiąco .	persName
W Kościanie początek bocznicy 7.a. do Gostynia .	placeName
- Czy chce otrzymać azyl w Danii ?	placeName
Idea solidarności międzynarodowej znamionuje cały Kongres .	noEntity
No to koniec , zdążył em pomyśleć , nie zestrzelił em żadnego Niemca i rozbiję się , lecąc powietrznym burdelem .	placeName
– to kto może mieszkać w takim ZUSie w ogóle	orgName
W Niemczech płaci sie rolnikom za nieuprawianie ziemi .	placeName
Tym bardziej nie mogła by mi otworzyć drzwi wspomniana panna , odarta ze swojego , że tak powiem , gimnastycznego odzienia .	noEntity
Jest to kontynuacja walki białoruskich związkowców o zniesienie niekorzystnego dla nich rozporządzenia rządu , które ustanawia nowy porządek wpłaty związkowych składek .	placeName
Do Sieradza jest tylko kilka bezpośrednich połączeń dziennie .	placeName
Tydzień ten liderzy AWS zamierzają wykorzystać na przekonywanie posłów - metodą kija i marchewki .	orgName
Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili policjanci z Poznania .	placeName
Polacy przestali jeść masło .	placeName
Był prezydentem Republiki i sekretarzem generalnym partii .	placeName
Problem w tym , że zebranych tu ekologicznych owoców w Polsce nie kupimy !	placeName
Nie uznał jednak za niezgodny z konstytucją innych , zakwestionowanych przez Konfederację Pracodawców , przepisów Kodeksu pracy .	orgName
1 . Zgłaszający oblicza i wykazuje w zgłoszeniu celnym kwotę należności przywozowych lub należności wywozowych .	noEntity
Przedstawione w tabeli 4.2 regulacje w zakresie alokacji podatku dochodowego z jednej strony były skutkiem dyskusji teoretycznej prezentowanej w tej części pracy , z drugiej stanowiły inspirację do podejmowania badań empirycznych , zwłaszcza w Stanach Zjednoczonych .	placeName
Czy senator rzuci rękawicę wszechwładnemu przewodniczącemu ?	noEntity
- Proszę napisać wyraz " mama " - zwraca się egzaminator do Polaka .	placeName
- Chłopaki , może by go jednak odprowadzić do domu ?	noEntity
Nie tu , tylko tam .	noEntity
1 lipca 1982 r . - wprowadzono okresowe reglamentowanie najróżniejszych produktów - od landrynek i wyrobów czekoladopodobnych po gumkę do majtek .	time
Stwierdzam , że Sejm wniosek przyjął .	orgName
No nie , to już razem z pobytem w Żydowie , pociągiem jechali trzy dni .	placeName
Nawet laik wie , że do 1939 r . nie błyszczeli śmy specjalnie w kinie .	time
ELEONORA - Ale żeby akurat dziś .	persName
Bo legalnie można pić alkohol w USA dopiero po ukończeniu 21 lat .	placeName
Kapusto zwiesił głowę , zakrył twarz rękami , aż nagle przemówił : - Tyle jeszcze pracy , tyle pracy .	persName
– Jest w Paryżu .	placeName
Pierwsze i ostatnie było by najgorsze , lecz nie wydaje się prawdopodobne .	noEntity
- Kiedy zostanie odtajnione uzasadnienie do wyroku sądu w sprawie pana pułkownika Kuklińskiego ?	persName
" S " robiła w zakładach ankiety badające nastrój .	orgName
- Odpocznijmy - odezwał się z tyłu .	noEntity
Uczestniczył w koalicji wyborczej SLD , ale nigdy nie był członkiem partii o tej samej nazwie .	orgName
Nie dostrzegają natomiast problematyki politycznej , która jest źródłem wszystkich nieporozumień pomiędzy Paryżem a Waszyngtonem .	placeName
- Ale piękna .	noEntity
– nie no ale kurwa dziwie się bo w telewizji mówili że kurwa złoto do góry idzie	noEntity
Kopaliński skwapliwie przytaknął .	persName
Zrealizował go Polak , wykorzystując literaturę rosyjską i japońskich wykonawców .	placeName
Takich właśnie jak Stalowa Wola czy Tarnobrzeg .	placeName
- Ja wracam gratem - wyjaśnił z dumą Marek .	persName
Krzysztof : - Jednym z głównych powodów jest natłok obowiązków .	persName
W ten sposób ojcowska pasja została wzmocniona dwoma silnymi bodźcami .	noEntity
Nigdy też nie dopuściła , żeby pracownik socjalny mógł z Wandą porozmawiać .	persName
a tutaj Basia	persName
Będą pracowali tak długo , aż wyjaśnią przyczyny konfliktu .	noEntity
– Kaśka wiesz co w tym są moje włosy nie bierz tego . .	persName
Warszawscy radni twierdzą , że nie miał prawa tego zrobić .	placeName
Otwarcie mówiła : " Kiedy jakiś mężczyzna mi się podoba , nie potrafię oprzeć się chęci , aby go wypróbować w łóżku .	noEntity
Ksiądz Tadeusz ma już adwokata .	persName
Powieki same opadały na oczy . .	noEntity
Gdyby rok temu SLD i Unia Pracy były w stanie utworzyć samodzielny rząd , to w czym był by on lepszy od tego , do którego weszło PSL ?	orgName
Przebąkiwano o nich , że są w Paryżu .	placeName
Drugą co do znaczenia uczelnią papieską jest Uniwersytet Laterański , który oprócz prawa kanonicznego uczy prawa cywilnego i innych dyscyplin jurysprudencji świeckiej .	orgName
Stary PiS naciska ?	orgName
Na 100 km2 przypada tu ok . 8 km linii kolejowych oraz prawie 50 km szos .	noEntity
Proces transformacji w krajach Europy Wschodniej jest procesem złożonym .	geogName
Że nie potrafi kupić żadnego piłkarza do Legii .	orgName
– podchodzi . .	noEntity
Trafił do Tary , ale zgodnie z umową nadal miano przyjeżdżać po jego krew .	orgName
Umorzenie księgowane jest w korespondencji z kontem 400 .	noEntity
– osiemnasta dwadzieścia był	time
Powiedział Pan też publicznie , że zamierza ją zlikwidować .	noEntity
Po wizycie papieża płyty mają zostać zwrócone powiatowi kartuskiemu .	placeName
Dodał , że w ramach ulg podatkowych fiskus zwróci mu ok . 8 tys . zł .	noEntity
Czy jednak nie przyznajemy się aby w ten sposób do przegrania " dziesięciu lat wolności " ?	noEntity
– W nocy miał em okazję przekonać się , iż pani intelekt i uroda są w stanie rzucić na ziemię każdego przeciwnika płci męskiej .	noEntity
Tym bardziej , że Portugalia postawiła na turystykę niedawno .	placeName
A Trójmiasto to przecież bardzo dobrze w pamięci teatromanów zapisane miejsce .	geogName
Wszystkiemu , co robił eś do tej pory , towarzyszył napis wstawianie , widoczny w najniższym wierszu ekranu .	noEntity
Porównywając nie wiedział sam , jak bliski był prawdy , gdyż przypuszczalnie chorobliwy stan Widmara graniczył z epilepsją .	persName
Decyzją płońskiego sądu 30-letnia kurator sądowa została pozbawiona tej funkcji .	placeName
Sąsiedzi z zachodu , Keralczycy , uchodzą za najbardziej wykształcony naród indyjski .	placeName
Śledztwo prowadzi prokuratura na Pradze - Południe .	placeName
Jej również przypadł puchar " Expressu " ufundowany dla najlepszej pary turnieju w tańcach latynoamerykańskich .	orgName
Dziś na uczelniach w krajach Maghrebu fundamentalizm jest ewidentnie najsilniejszy właśnie wśród matematyków , fizyków , biologów , lekarzy .	geogName
– a ile Ewka ma lat ?	persName
Próbował em w Warszawie zajmować się tymi problemami - często nawet z sukcesami .	placeName
Przestępcy wozili narkotyki pociągami relacji Budapeszt - Warszawa .	placeName
W nocy nad Bielskiem Podlaskim przeszła burza , która uszkodziła głównie drzewa i sieci energetyczne .	placeName
Real przejmie też funkcjonujące już sklepy Geanta oraz miejsca , gdzie planowano ich dalszą budowę .	orgName
W marcu dostał ostatnią wypłatę .	time
Kalias spuścił głowę .	persName
Krystyna twierdzi , że zrządzenie losu sprawiło , gdy niespodziewanie otrzymała skierowanie do sanatorium , tylko dlatego , że osoba dla której było przeznaczone , nie mogła w tym terminie pojechać .	persName
Anatom Worobjew i biochemik Zbarski mieli ten zamysł wcielić w życie .	persName
– ale jeszcze tu bywa na Szałym czy nie ?	geogName
e trzy procenty ale widać tutaj panie pośle dosyć specyficzne zainteresowania informatyczne Platformy Obywatelskiej .	orgName
Sejm może też zdecydować , żeby zgodę na ratyfikację wyraziło społeczeństwo poprzez referendum .	orgName
- Chrapie ?	noEntity
Przystupa otworzyła oczy .	persName
Chociaż pamiętał ją , jak w ubiegłym roku jeszcze brała się za kosę .	noEntity
Nie ma opłat .	noEntity
– Co ś ty se za kapelusik znalazła ?	noEntity
W skład komisji wchodzą także dwaj funkcjonariusze Biura Spraw Wewnętrznych Komendy Głównej Policji .	orgName
Zdawał sobie dobrze sprawę , że od niego zależy przyszłość Ostródy .	placeName
Gdyby panu zagrozili ( do Kralczyńskiego ) , że wyrzucą panu żonę z pracy ?	persName
— A nie mówił em : " mądrzej " , panie Sewerynie ?	persName
